cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien
65.77,Cielo nublado,6,Sur,174.4,20230413T12,21,173,19.8583,-97.4572,1,Puebla,Teteles de Avila Castillo,3.61,80.0,21.03,21.59,7.81,9.36
33.42,Medio nublado,6,Sureste,144.86,20230414T12,21,173,19.8583,-97.4572,2,Puebla,Teteles de Avila Castillo,4.09,95.0,15.68,24.48,9.4,9.56
28.72,Medio nublado,6,Sureste,129.25,20230415T12,21,173,19.8583,-97.4572,3,Puebla,Teteles de Avila Castillo,8.38,95.0,12.98,24.8,9.86,6.27
55.5,Cielo nublado,6,Sur,167.88,20230412T12,21,181,19.17,-98.3443,0,Puebla,Tlaltenango,2.9,95.0,20.91,21.14,7.47,8.7
50.88,Cielo nublado,6,Sur,186.11,20230413T12,21,181,19.17,-98.3443,1,Puebla,Tlaltenango,0.43,60.0,23.26,20.97,8.25,10.85
9.1,Despejado,6,Sur,184.27,20230414T12,21,181,19.17,-98.3443,2,Puebla,Tlaltenango,0.36,20.0,23.69,22.85,9.31,9.52
6.29,Despejado,6,Sur,178.45,20230415T12,21,181,19.17,-98.3443,3,Puebla,Tlaltenango,0.0,20.0,23.81,23.69,9.57,9.54
54.22,Cielo nublado,6,Sureste,152.83,20230412T12,21,182,18.8654,-97.8874,0,Puebla,Tlanepantla,5.01,95.0,24.78,26.77,12.21,10.42
38.45,Medio nublado,6,Suroeste,212.99,20230413T12,21,182,18.8654,-97.8874,1,Puebla,Tlanepantla,0.1,0.0,29.3,27.15,13.44,11.81
10.3,Poco nuboso,6,Sur,202.44,20230414T12,21,182,18.8654,-97.8874,2,Puebla,Tlanepantla,0.0,0.0,24.74,28.37,14.42,9.8
9.08,Despejado,6,Sur,165.52,20230415T12,21,182,18.8654,-97.8874,3,Puebla,Tlanepantla,0.05,0.0,18.82,29.01,15.39,10.08
83.46,Cielo cubierto,6,Sureste,118.31,20230412T12,21,187,20.4237,-98.0287,0,Puebla,Tlaxco,1.88,95.0,10.46,20.05,12.68,4.49
63.2,Cielo nublado,6,Sureste,139.74,20230413T12,21,187,20.4237,-98.0287,1,Puebla,Tlaxco,0.79,0.0,11.34,24.21,14.51,5.97
14.32,Poco nuboso,6,Sureste,154.55,20230414T12,21,187,20.4237,-98.0287,2,Puebla,Tlaxco,0.16,0.0,13.48,28.19,16.08,7.48
34.43,Medio nublado,6,Sureste,139.02,20230415T12,21,187,20.4237,-98.0287,3,Puebla,Tlaxco,5.89,95.0,9.32,28.79,15.65,5.6
81.76,Cielo cubierto,6,Sureste,130.54,20230412T12,21,204,19.8709,-97.4664,0,Puebla,Yaonáhuac,1.98,95.0,11.51,16.89,6.83,5.26
65.09,Cielo nublado,6,Sur,158.99,20230413T12,21,204,19.8709,-97.4664,1,Puebla,Yaonáhuac,3.26,20.0,16.37,22.13,8.9,8.24
32.38,Medio nublado,6,Sureste,137.24,20230414T12,21,204,19.8709,-97.4664,2,Puebla,Yaonáhuac,3.65,95.0,13.76,25.36,10.69,8.89
30.18,Medio nublado,6,Sureste,131.89,20230415T12,21,204,19.8709,-97.4664,3,Puebla,Yaonáhuac,5.97,95.0,11.64,25.76,11.22,6.1
70.5,Cielo nublado,6,Sureste,138.28,20230412T12,21,211,19.7714,-97.5556,0,Puebla,Zaragoza,1.79,95.0,18.78,16.63,4.91,7.58
64.36,Cielo nublado,6,Suroeste,210.7,20230413T12,21,211,19.7714,-97.5556,1,Puebla,Zaragoza,3.75,95.0,26.61,21.87,5.85,10.72
32.39,Medio nublado,6,Sureste,154.21,20230414T12,21,211,19.7714,-97.5556,2,Puebla,Zaragoza,5.35,95.0,21.06,23.32,7.48,9.41
29.83,Medio nublado,6,Sureste,123.98,20230415T12,21,211,19.7714,-97.5556,3,Puebla,Zaragoza,7.49,95.0,18.44,23.58,7.83,6.56
82.52,Cielo cubierto,6,Este,88.2,20230412T12,21,215,19.9786,-97.7267,0,Puebla,Zongozotla,2.42,95.0,11.9,17.94,8.62,5.13
58.06,Cielo nublado,6,Sureste,144.5,20230413T12,21,215,19.9786,-97.7267,1,Puebla,Zongozotla,1.07,0.0,12.6,22.62,10.34,7.02
20.76,Poco nuboso,6,Sureste,136.44,20230414T12,21,215,19.9786,-97.7267,2,Puebla,Zongozotla,1.8,95.0,12.44,26.32,11.85,8.75
28.15,Medio nublado,6,Sureste,149.64,20230415T12,21,215,19.9786,-97.7267,3,Puebla,Zongozotla,2.47,95.0,13.3,26.61,11.58,6.96
67.41,Cielo nublado,6,Sureste,135.14,20230412T12,7,113,16.9178,-92.6882,0,Chiapas,Aldama,4.31,95.0,8.85,20.7,11.16,4.37
58.19,Cielo nublado,6,Sureste,131.15,20230413T12,7,113,16.9178,-92.6882,1,Chiapas,Aldama,8.04,95.0,14.98,25.13,12.68,5.52
47.4,Medio nublado,6,Sur,163.33,20230414T12,7,113,16.9178,-92.6882,2,Chiapas,Aldama,1.34,80.0,12.72,27.09,13.4,4.78
33.81,Medio nublado,6,Sureste,155.53,20230415T12,7,113,16.9178,-92.6882,3,Chiapas,Aldama,0.86,95.0,11.81,27.7,14.51,5.2
51.17,Cielo nublado,6,Sur,189.4,20230412T12,29,2,19.3323,-98.1968,0,Tlaxcala,Apetatitlán de Antonio Carvajal,1.87,95.0,26.84,25.12,7.31,9.64
52.21,Cielo nublado,6,Sur,170.59,20230413T12,29,2,19.3323,-98.1968,1,Tlaxcala,Apetatitlán de Antonio Carvajal,0.67,95.0,22.13,24.3,8.03,10.42
9.28,Despejado,6,Sur,168.56,20230414T12,29,2,19.3323,-98.1968,2,Tlaxcala,Apetatitlán de Antonio Carvajal,0.17,20.0,26.37,26.7,9.55,9.85
9.25,Despejado,6,Sureste,128.51,20230415T12,29,2,19.3323,-98.1968,3,Tlaxcala,Apetatitlán de Antonio Carvajal,0.07,0.0,24.46,27.41,10.09,9.67
53.82,Cielo nublado,6,Suroeste,205.49,20230412T12,29,9,19.3558,-98.1031,0,Tlaxcala,Cuaxomulco,2.74,95.0,27.15,23.89,5.95,9.22
48.46,Medio nublado,6,Sur,185.73,20230413T12,29,9,19.3558,-98.1031,1,Tlaxcala,Cuaxomulco,0.38,95.0,20.91,23.1,6.84,10.06
13.89,Poco nuboso,6,Sur,176.15,20230414T12,29,9,19.3558,-98.1031,2,Tlaxcala,Cuaxomulco,0.16,20.0,21.41,25.42,8.45,8.87
10.6,Poco nuboso,6,Sureste,138.96,20230415T12,29,9,19.3558,-98.1031,3,Tlaxcala,Cuaxomulco,0.17,60.0,19.74,26.02,9.18,9.05
50.0,Medio nublado,6,Suroeste,221.98,20230412T12,29,11,19.476,-98.2089,0,Tlaxcala,Muñoz de Domingo Arenas,2.17,95.0,32.58,24.02,6.1,11.2
55.51,Cielo nublado,6,Sur,175.36,20230413T12,29,11,19.476,-98.2089,1,Tlaxcala,Muñoz de Domingo Arenas,0.76,95.0,21.12,22.98,6.81,10.06
14.36,Poco nuboso,6,Sur,169.6,20230414T12,29,11,19.476,-98.2089,2,Tlaxcala,Muñoz de Domingo Arenas,0.49,95.0,26.03,25.17,8.38,9.26
17.47,Poco nuboso,6,Sureste,123.01,20230415T12,29,11,19.476,-98.2089,3,Tlaxcala,Muñoz de Domingo Arenas,0.13,0.0,22.6,25.78,9.02,10.13
53.5,Cielo nublado,6,Sur,177.09,20230412T12,29,17,19.1797,-98.1907,0,Tlaxcala,Mazatecochco de José María Morelos,3.27,95.0,23.8,24.55,8.08,9.19
48.05,Medio nublado,6,Sur,181.79,20230413T12,29,17,19.1797,-98.1907,1,Tlaxcala,Mazatecochco de José María Morelos,0.43,95.0,24.4,24.44,8.99,10.82
8.0,Despejado,6,Sur,179.6,20230414T12,29,17,19.1797,-98.1907,2,Tlaxcala,Mazatecochco de José María Morelos,0.07,0.0,24.37,26.38,10.48,9.59
5.97,Despejado,6,Sureste,150.18,20230415T12,29,17,19.1797,-98.1907,3,Tlaxcala,Mazatecochco de José María Morelos,0.14,20.0,21.9,27.08,11.1,9.25
53.37,Cielo nublado,6,Sur,160.54,20230412T12,29,19,19.2675,-98.382,0,Tlaxcala,Tepetitla de Lardizábal,2.33,95.0,23.25,21.0,6.05,7.19
55.98,Cielo nublado,6,Sur,176.78,20230413T12,29,19,19.2675,-98.382,1,Tlaxcala,Tepetitla de Lardizábal,0.78,80.0,19.31,20.33,6.58,9.13
7.21,Despejado,6,Sur,174.07,20230414T12,29,19,19.2675,-98.382,2,Tlaxcala,Tepetitla de Lardizábal,0.41,80.0,22.19,22.74,7.75,9.31
10.2,Poco nuboso,6,Sur,163.09,20230415T12,29,19,19.2675,-98.382,3,Tlaxcala,Tepetitla de Lardizábal,0.04,0.0,22.33,23.76,8.12,9.03
53.43,Cielo nublado,6,Sur,158.43,20230412T12,29,23,19.2345,-98.3152,0,Tlaxcala,Natívitas,2.32,95.0,22.66,22.18,6.93,7.93
53.92,Cielo nublado,6,Sur,173.22,20230413T12,29,23,19.2345,-98.3152,1,Tlaxcala,Natívitas,0.76,80.0,21.72,21.59,7.54,10.09
6.8,Despejado,6,Sur,172.21,20230414T12,29,23,19.2345,-98.3152,2,Tlaxcala,Natívitas,0.5,20.0,25.08,23.85,8.76,9.88
7.3,Despejado,6,Sureste,154.16,20230415T12,29,23,19.2345,-98.3152,3,Tlaxcala,Natívitas,0.01,0.0,25.2,24.8,9.14,9.46
54.27,Cielo nublado,6,Sur,173.71,20230412T12,29,25,19.1197,-98.1704,0,Tlaxcala,San Pablo del Monte,3.66,95.0,23.98,24.65,8.85,9.46
47.65,Medio nublado,6,Sur,186.66,20230413T12,29,25,19.1197,-98.1704,1,Tlaxcala,San Pablo del Monte,0.35,80.0,26.14,24.77,9.87,11.2
8.14,Despejado,6,Sur,184.26,20230414T12,29,25,19.1197,-98.1704,2,Tlaxcala,San Pablo del Monte,0.07,0.0,24.76,26.58,11.24,9.51
6.45,Despejado,6,Sur,158.94,20230415T12,29,25,19.1197,-98.1704,3,Tlaxcala,San Pablo del Monte,0.14,40.0,21.79,27.2,11.82,9.4
52.49,Cielo nublado,6,Sur,197.45,20230412T12,29,26,19.3558,-98.1504,0,Tlaxcala,Santa Cruz Tlaxcala,2.26,95.0,26.99,24.46,6.63,9.43
50.33,Cielo nublado,6,Sur,178.16,20230413T12,29,26,19.3558,-98.1504,1,Tlaxcala,Santa Cruz Tlaxcala,0.84,95.0,21.52,23.73,7.43,10.26
11.59,Poco nuboso,6,Sur,172.35,20230414T12,29,26,19.3558,-98.1504,2,Tlaxcala,Santa Cruz Tlaxcala,0.26,20.0,22.97,26.06,8.95,9.37
9.93,Despejado,6,Sureste,133.73,20230415T12,29,26,19.3558,-98.1504,3,Tlaxcala,Santa Cruz Tlaxcala,0.24,20.0,20.86,26.71,9.63,9.37
53.76,Cielo nublado,6,Sur,169.6,20230412T12,29,27,19.1478,-98.2025,0,Tlaxcala,Tenancingo,3.21,95.0,23.22,24.77,9.27,9.45
48.78,Medio nublado,6,Sur,181.71,20230413T12,29,27,19.1478,-98.2025,1,Tlaxcala,Tenancingo,0.42,80.0,26.13,24.95,10.2,11.4
8.03,Despejado,6,Sur,180.24,20230414T12,29,27,19.1478,-98.2025,2,Tlaxcala,Tenancingo,0.09,0.0,25.68,26.77,11.49,9.71
5.65,Despejado,6,Sur,159.15,20230415T12,29,27,19.1478,-98.2025,3,Tlaxcala,Tenancingo,0.1,20.0,24.07,27.54,12.01,9.5
50.7,Cielo nublado,6,Sur,169.66,20230412T12,29,33,19.3166,-98.2376,0,Tlaxcala,Tlaxcala,1.99,95.0,25.26,25.41,8.05,9.27
52.98,Cielo nublado,6,Sur,162.11,20230413T12,29,33,19.3166,-98.2376,1,Tlaxcala,Tlaxcala,0.7,95.0,23.19,24.72,8.72,10.74
6.05,Despejado,6,Sur,163.79,20230414T12,29,33,19.3166,-98.2376,2,Tlaxcala,Tlaxcala,0.21,0.0,29.47,27.06,10.23,10.48
6.13,Despejado,6,Sureste,124.6,20230415T12,29,33,19.3166,-98.2376,3,Tlaxcala,Tlaxcala,0.09,0.0,28.7,27.93,10.64,9.81
57.21,Cielo nublado,6,Suroeste,221.57,20230412T12,29,35,19.3905,-98.0319,0,Tlaxcala,Tocatlán,2.49,95.0,29.71,23.0,4.7,9.39
47.73,Medio nublado,6,Sur,200.63,20230413T12,29,35,19.3905,-98.0319,1,Tlaxcala,Tocatlán,0.96,95.0,22.74,22.33,5.76,10.24
21.62,Poco nuboso,6,Sur,180.25,20230414T12,29,35,19.3905,-98.0319,2,Tlaxcala,Tocatlán,0.27,80.0,20.5,24.45,7.44,7.99
16.01,Poco nuboso,6,Sureste,140.29,20230415T12,29,35,19.3905,-98.0319,3,Tlaxcala,Tocatlán,0.51,20.0,19.66,24.86,8.27,8.89
49.84,Medio nublado,6,Sur,181.36,20230412T12,29,36,19.3256,-98.2584,0,Tlaxcala,Totolac,1.61,95.0,26.68,25.38,7.79,9.8
54.08,Cielo nublado,6,Sur,163.02,20230413T12,29,36,19.3256,-98.2584,1,Tlaxcala,Totolac,0.66,95.0,22.74,24.66,8.52,10.53
6.98,Despejado,6,Sur,164.76,20230414T12,29,36,19.3256,-98.2584,2,Tlaxcala,Totolac,0.35,20.0,29.78,26.94,9.95,10.32
8.57,Despejado,6,Sureste,123.29,20230415T12,29,36,19.3256,-98.2584,3,Tlaxcala,Totolac,0.12,0.0,28.2,27.81,10.44,9.94
54.37,Cielo nublado,6,Oeste,269.4,20230412T12,29,38,19.3761,-98.0912,0,Tlaxcala,Tzompantepec,2.29,95.0,29.23,23.76,5.65,9.73
49.58,Medio nublado,6,Sur,188.66,20230413T12,29,38,19.3761,-98.0912,1,Tlaxcala,Tzompantepec,0.82,95.0,20.8,22.92,6.51,10.15
17.1,Poco nuboso,6,Sur,175.23,20230414T12,29,38,19.3761,-98.0912,2,Tlaxcala,Tzompantepec,0.26,60.0,21.88,25.14,8.13,8.61
13.94,Poco nuboso,6,Sureste,136.07,20230415T12,29,38,19.3761,-98.0912,3,Tlaxcala,Tzompantepec,0.22,20.0,20.14,25.73,8.81,9.29
56.16,Cielo nublado,6,Suroeste,221.87,20230412T12,29,39,19.4042,-98.0488,0,Tlaxcala,Xaloztoc,2.86,95.0,29.64,23.26,5.02,9.51
47.72,Medio nublado,6,Sur,196.9,20230413T12,29,39,19.4042,-98.0488,1,Tlaxcala,Xaloztoc,0.64,95.0,21.97,22.51,6.07,10.04
20.17,Poco nuboso,6,Sur,178.4,20230414T12,29,39,19.4042,-98.0488,2,Tlaxcala,Xaloztoc,0.27,80.0,20.76,24.69,7.68,8.05
14.92,Poco nuboso,6,Sureste,140.77,20230415T12,29,39,19.4042,-98.0488,3,Tlaxcala,Xaloztoc,0.36,20.0,19.4,25.12,8.5,9.0
52.95,Cielo nublado,6,Sur,170.86,20230412T12,29,41,19.1699,-98.2046,0,Tlaxcala,Papalotla de Xicohténcatl,2.84,95.0,23.18,24.93,8.72,9.27
49.48,Medio nublado,6,Sur,176.2,20230413T12,29,41,19.1699,-98.2046,1,Tlaxcala,Papalotla de Xicohténcatl,0.53,95.0,24.72,24.8,9.55,11.06
7.48,Despejado,6,Sur,175.28,20230414T12,29,41,19.1699,-98.2046,2,Tlaxcala,Papalotla de Xicohténcatl,0.09,0.0,26.03,26.9,10.94,9.88
5.4,Despejado,6,Sureste,147.85,20230415T12,29,41,19.1699,-98.2046,3,Tlaxcala,Papalotla de Xicohténcatl,0.1,0.0,24.66,27.55,11.41,9.46
50.78,Cielo nublado,6,Sur,200.26,20230412T12,29,43,19.405,-98.184,0,Tlaxcala,Yauhquemehcan,2.39,95.0,28.41,24.75,6.8,10.17
53.31,Cielo nublado,6,Sur,172.18,20230413T12,29,43,19.405,-98.184,1,Tlaxcala,Yauhquemehcan,0.64,95.0,21.79,23.83,7.59,10.32
10.98,Poco nuboso,6,Sur,168.9,20230414T12,29,43,19.405,-98.184,2,Tlaxcala,Yauhquemehcan,0.22,80.0,26.26,26.16,9.12,9.65
11.99,Poco nuboso,6,Sureste,126.68,20230415T12,29,43,19.405,-98.184,3,Tlaxcala,Yauhquemehcan,0.15,0.0,23.78,26.87,9.63,9.84
52.4,Cielo nublado,6,Sur,164.62,20230412T12,29,44,19.2161,-98.2402,0,Tlaxcala,Zacatelco,2.81,95.0,22.7,24.61,8.76,9.33
50.91,Cielo nublado,6,Sureste,154.52,20230413T12,29,44,19.2161,-98.2402,1,Tlaxcala,Zacatelco,0.74,95.0,25.03,24.45,9.6,11.28
6.96,Despejado,6,Sur,170.95,20230414T12,29,44,19.2161,-98.2402,2,Tlaxcala,Zacatelco,0.26,0.0,27.7,26.43,10.9,10.17
4.83,Despejado,6,Sureste,145.52,20230415T12,29,44,19.2161,-98.2402,3,Tlaxcala,Zacatelco,0.06,0.0,27.42,27.13,11.31,9.66
50.88,Cielo nublado,6,Sur,182.5,20230412T12,29,51,19.2417,-98.2626,0,Tlaxcala,San Jerónimo Zacualpan,2.5,95.0,24.5,25.2,8.3,9.04
53.28,Cielo nublado,6,Sur,158.55,20230413T12,29,51,19.2417,-98.2626,1,Tlaxcala,San Jerónimo Zacualpan,0.76,95.0,23.8,24.6,9.0,10.97
5.03,Despejado,6,Sur,161.02,20230414T12,29,51,19.2417,-98.2626,2,Tlaxcala,San Jerónimo Zacualpan,0.26,0.0,30.6,26.8,10.4,10.76
4.72,Despejado,6,Sureste,122.47,20230415T12,29,51,19.2417,-98.2626,3,Tlaxcala,San Jerónimo Zacualpan,0.07,0.0,30.6,27.6,10.7,9.9
45.52,Medio nublado,6,Suroeste,219.01,20230412T12,29,55,19.4836,-98.255,0,Tlaxcala,San Lucas Tecopilco,2.08,95.0,35.0,24.3,6.5,11.58
58.68,Cielo nublado,6,Sur,161.52,20230413T12,29,55,19.4836,-98.255,1,Tlaxcala,San Lucas Tecopilco,0.26,95.0,21.3,23.1,7.1,9.48
7.86,Despejado,6,Sur,167.34,20230414T12,29,55,19.4836,-98.255,2,Tlaxcala,San Lucas Tecopilco,0.21,95.0,33.1,25.3,8.7,10.05
16.13,Poco nuboso,6,Sureste,117.2,20230415T12,29,55,19.4836,-98.255,3,Tlaxcala,San Lucas Tecopilco,0.18,0.0,28.5,26.1,9.1,10.3
52.14,Cielo nublado,6,Sur,172.11,20230412T12,29,60,19.2681,-98.2136,0,Tlaxcala,Santa Isabel Xiloxoxtla,2.77,95.0,24.06,25.19,8.17,8.98
50.18,Cielo nublado,6,Sur,170.69,20230413T12,29,60,19.2681,-98.2136,1,Tlaxcala,Santa Isabel Xiloxoxtla,0.81,95.0,23.3,24.74,8.89,10.72
6.93,Despejado,6,Sur,170.31,20230414T12,29,60,19.2681,-98.2136,2,Tlaxcala,Santa Isabel Xiloxoxtla,0.23,0.0,26.39,26.94,10.39,10.06
5.15,Despejado,6,Sureste,136.54,20230415T12,29,60,19.2681,-98.2136,3,Tlaxcala,Santa Isabel Xiloxoxtla,0.11,0.0,25.25,27.66,10.9,9.42
85.83,Cielo cubierto,6,Sureste,135.92,20230412T12,30,2,19.6969,-96.8422,0,Veracruz de Ignacio de la Llave,Acatlán,4.2,95.0,11.03,20.85,12.42,4.82
71.59,Cielo nublado,6,Sur,168.34,20230413T12,30,2,19.6969,-96.8422,1,Veracruz de Ignacio de la Llave,Acatlán,2.06,95.0,18.6,25.47,13.92,8.16
26.21,Medio nublado,6,Sur,163.24,20230414T12,30,2,19.6969,-96.8422,2,Veracruz de Ignacio de la Llave,Acatlán,0.05,0.0,18.95,30.02,17.61,7.44
23.32,Poco nuboso,6,Sur,170.31,20230415T12,30,2,19.6969,-96.8422,3,Veracruz de Ignacio de la Llave,Acatlán,8.35,95.0,11.58,30.85,16.22,6.85
77.69,Cielo nublado,6,Sureste,152.66,20230412T12,30,17,19.3204,-96.7186,0,Veracruz de Ignacio de la Llave,Apazapan,6.34,95.0,14.74,25.14,16.48,5.25
61.1,Cielo nublado,6,Sur,177.81,20230413T12,30,17,19.3204,-96.7186,1,Veracruz de Ignacio de la Llave,Apazapan,4.42,95.0,14.71,30.15,17.87,6.64
13.59,Poco nuboso,6,Sur,164.34,20230414T12,30,17,19.3204,-96.7186,2,Veracruz de Ignacio de la Llave,Apazapan,0.0,0.0,11.67,33.85,21.74,5.8
17.99,Poco nuboso,6,Sur,178.69,20230415T12,30,17,19.3204,-96.7186,3,Veracruz de Ignacio de la Llave,Apazapan,5.51,95.0,15.52,34.72,20.77,6.83
85.26,Cielo cubierto,6,Sureste,143.31,20230412T12,30,19,18.5668,-97.1021,0,Veracruz de Ignacio de la Llave,Astacinga,7.69,95.0,11.47,18.86,13.32,6.49
56.72,Cielo nublado,6,Sur,186.53,20230413T12,30,19,18.5668,-97.1021,1,Veracruz de Ignacio de la Llave,Astacinga,2.3,95.0,13.51,25.98,15.62,7.48
23.92,Poco nuboso,6,Sur,186.89,20230414T12,30,19,18.5668,-97.1021,2,Veracruz de Ignacio de la Llave,Astacinga,2.67,95.0,13.55,28.81,17.02,6.73
17.6,Poco nuboso,6,Sur,159.85,20230415T12,30,19,18.5668,-97.1021,3,Veracruz de Ignacio de la Llave,Astacinga,6.96,95.0,13.59,29.27,15.68,5.87
81.38,Cielo cubierto,6,Sureste,148.39,20230412T12,30,26,19.5916,-96.9409,0,Veracruz de Ignacio de la Llave,Banderilla,4.82,95.0,10.8,19.0,10.85,4.6
65.86,Cielo nublado,6,Sur,175.04,20230413T12,30,26,19.5916,-96.9409,1,Veracruz de Ignacio de la Llave,Banderilla,2.89,95.0,12.2,23.94,12.19,7.32
24.35,Poco nuboso,6,Sur,184.57,20230414T12,30,26,19.5916,-96.9409,2,Veracruz de Ignacio de la Llave,Banderilla,0.21,60.0,12.13,28.02,15.29,6.97
17.59,Poco nuboso,6,Sur,182.53,20230415T12,30,26,19.5916,-96.9409,3,Veracruz de Ignacio de la Llave,Banderilla,10.46,95.0,13.54,29.12,14.28,6.95
62.03,Cielo nublado,6,Sureste,115.32,20230412T12,30,28,19.1054,-96.1067,0,Veracruz de Ignacio de la Llave,Boca del Río,0.48,95.0,26.92,25.7,22.9,13.83
42.17,Medio nublado,6,Sureste,125.78,20230413T12,30,28,19.1054,-96.1067,1,Veracruz de Ignacio de la Llave,Boca del Río,0.32,0.0,29.49,27.22,23.6,14.78
8.18,Despejado,6,Sureste,128.24,20230414T12,30,28,19.1054,-96.1067,2,Veracruz de Ignacio de la Llave,Boca del Río,0.0,0.0,23.74,29.4,25.19,10.2
10.48,Poco nuboso,6,Sureste,112.79,20230415T12,30,28,19.1054,-96.1067,3,Veracruz de Ignacio de la Llave,Boca del Río,0.0,0.0,25.51,30.7,26.07,11.56
84.24,Cielo cubierto,6,Sureste,141.13,20230412T12,30,52,18.7735,-96.8692,0,Veracruz de Ignacio de la Llave,Cuichapa,5.06,95.0,14.8,27.8,19.9,4.05
39.48,Medio nublado,6,Sur,172.85,20230413T12,30,52,18.7735,-96.8692,1,Veracruz de Ignacio de la Llave,Cuichapa,1.6,95.0,17.6,32.8,21.5,4.96
5.3,Despejado,6,Sur,157.88,20230414T12,30,52,18.7735,-96.8692,2,Veracruz de Ignacio de la Llave,Cuichapa,0.1,0.0,16.6,36.2,24.8,4.5
14.83,Poco nuboso,6,Noreste,59.0,20230415T12,30,52,18.7735,-96.8692,3,Veracruz de Ignacio de la Llave,Cuichapa,4.96,95.0,15.9,38.4,23.0,5.4
77.99,Cielo nublado,6,Sureste,135.07,20230412T12,30,64,20.2075,-97.5946,0,Veracruz de Ignacio de la Llave,Chumatlán,1.06,95.0,14.64,23.28,12.96,4.27
66.68,Cielo nublado,6,Sureste,140.64,20230413T12,30,64,20.2075,-97.5946,1,Veracruz de Ignacio de la Llave,Chumatlán,0.25,0.0,15.56,26.45,15.36,6.46
26.36,Medio nublado,6,Sureste,155.62,20230414T12,30,64,20.2075,-97.5946,2,Veracruz de Ignacio de la Llave,Chumatlán,0.33,0.0,18.6,30.19,16.63,6.71
30.89,Medio nublado,6,Sur,158.78,20230415T12,30,64,20.2075,-97.5946,3,Veracruz de Ignacio de la Llave,Chumatlán,1.55,95.0,12.79,32.1,18.14,5.67
79.64,Cielo nublado,6,Sureste,123.56,20230412T12,30,67,20.2002,-97.7037,0,Veracruz de Ignacio de la Llave,Filomeno Mata,2.27,95.0,12.23,22.54,12.73,4.2
66.66,Cielo nublado,6,Sureste,141.37,20230413T12,30,67,20.2002,-97.7037,1,Veracruz de Ignacio de la Llave,Filomeno Mata,0.25,0.0,12.98,25.67,15.2,6.0
23.91,Poco nuboso,6,Sureste,150.92,20230414T12,30,67,20.2002,-97.7037,2,Veracruz de Ignacio de la Llave,Filomeno Mata,0.3,0.0,13.55,29.57,16.42,6.58
28.89,Medio nublado,6,Sureste,152.42,20230415T12,30,67,20.2002,-97.7037,3,Veracruz de Ignacio de la Llave,Filomeno Mata,1.81,95.0,10.24,31.26,17.06,5.39
89.21,Cielo cubierto,6,Sureste,145.27,20230412T12,30,68,18.9037,-96.9993,0,Veracruz de Ignacio de la Llave,Fortín,12.27,95.0,9.62,19.59,16.09,4.02
43.59,Medio nublado,6,Sur,169.34,20230413T12,30,68,18.9037,-96.9993,1,Veracruz de Ignacio de la Llave,Fortín,2.72,95.0,11.09,26.18,18.3,6.87
12.86,Poco nuboso,6,Sur,180.75,20230414T12,30,68,18.9037,-96.9993,2,Veracruz de Ignacio de la Llave,Fortín,1.76,95.0,10.71,29.68,19.8,6.67
4.75,Despejado,6,Sur,176.58,20230415T12,30,68,18.9037,-96.9993,3,Veracruz de Ignacio de la Llave,Fortín,9.23,95.0,12.72,30.91,18.16,6.06
83.08,Cielo cubierto,6,Sureste,139.92,20230412T12,30,74,18.8166,-97.1559,0,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,16.62,95.0,12.72,18.82,14.0,6.12
42.97,Medio nublado,6,Sur,193.0,20230413T12,30,74,18.8166,-97.1559,1,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,2.84,95.0,14.19,24.28,15.84,7.65
16.27,Poco nuboso,6,Sur,174.77,20230414T12,30,74,18.8166,-97.1559,2,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,2.66,95.0,12.19,27.28,16.79,7.39
10.36,Poco nuboso,6,Sureste,142.79,20230415T12,30,74,18.8166,-97.1559,3,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,8.35,95.0,13.4,28.22,15.42,6.47
86.32,Cielo cubierto,6,Sureste,129.51,20230412T12,30,96,19.7352,-96.8516,0,Veracruz de Ignacio de la Llave,Landero y Coss,3.84,95.0,12.69,20.58,12.14,4.92
72.8,Cielo nublado,6,Sur,161.19,20230413T12,30,96,19.7352,-96.8516,1,Veracruz de Ignacio de la Llave,Landero y Coss,2.61,95.0,21.65,25.56,13.86,8.56
27.64,Medio nublado,6,Sureste,153.18,20230414T12,30,96,19.7352,-96.8516,2,Veracruz de Ignacio de la Llave,Landero y Coss,0.19,0.0,22.02,30.09,17.45,7.7
24.26,Poco nuboso,6,Sur,161.7,20230415T12,30,96,19.7352,-96.8516,3,Veracruz de Ignacio de la Llave,Landero y Coss,10.3,95.0,11.14,30.76,16.04,6.47
78.81,Cielo nublado,6,Sureste,129.31,20230412T12,30,103,20.2107,-97.6817,0,Veracruz de Ignacio de la Llave,Mecatlán,2.45,95.0,12.99,22.86,12.8,4.24
66.67,Cielo nublado,6,Sureste,141.0,20230413T12,30,103,20.2107,-97.6817,1,Veracruz de Ignacio de la Llave,Mecatlán,0.15,0.0,14.22,26.06,15.33,6.23
25.13,Medio nublado,6,Sureste,153.27,20230414T12,30,103,20.2107,-97.6817,2,Veracruz de Ignacio de la Llave,Mecatlán,0.28,0.0,16.07,29.93,16.47,6.65
