cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien
 0.19,Despejado,7,Sur,181.84,20230414T12,26,35,30.7772,-110.8614,2,Sonora,Imuris, 0.00, 0.00,45.99,22.37, 7.22,17.43
 0.00,Despejado,7,Sur,161.21,20230415T12,26,35,30.7772,-110.8614,3,Sonora,Imuris, 0.00, 0.00,13.00,25.70,12.08, 6.66
53.91,Cielo nublado,7,Sur,173.54,20230412T12,26,36,30.6304,-110.9694,0,Sonora,Magdalena, 0.00, 0.00,48.76,31.84,12.21,18.24
12.87,Poco nuboso,7,Sur,184.40,20230413T12,26,36,30.6304,-110.9694,1,Sonora,Magdalena, 0.00, 0.00,53.10,26.70, 7.99,22.88
 0.24,Despejado,7,Sur,174.98,20230414T12,26,36,30.6304,-110.9694,2,Sonora,Magdalena, 0.00, 0.00,41.57,24.35, 8.47,17.29
 0.00,Despejado,7,Sur,167.35,20230415T12,26,36,30.6304,-110.9694,3,Sonora,Magdalena, 0.00, 0.00,14.10,27.21,12.82, 6.37
56.67,Cielo nublado,7,Sur,172.35,20230412T12,26,37,29.0032,-110.1398,0,Sonora,Mazatán, 0.00, 0.00,35.19,34.21,12.19,14.70
 7.33,Despejado,7,Sur,177.55,20230413T12,26,37,29.0032,-110.1398,1,Sonora,Mazatán, 0.00, 0.00,44.17,30.41, 8.87,20.40
 0.00,Despejado,7,Sur,169.83,20230414T12,26,37,29.0032,-110.1398,2,Sonora,Mazatán, 0.00, 0.00,36.88,28.20, 8.83,16.09
 0.00,Despejado,7,Sur,175.38,20230415T12,26,37,29.0032,-110.1398,3,Sonora,Mazatán, 0.00, 0.00,22.10,30.52,11.82, 9.06
46.40,Medio nublado,7,Sur,193.59,20230412T12,26,38,29.8022,-109.6808,0,Sonora,Moctezuma, 0.00, 0.00,47.90,32.81,10.96,13.90
13.21,Poco nuboso,7,Sur,199.16,20230413T12,26,38,29.8022,-109.6808,1,Sonora,Moctezuma, 0.00, 0.00,49.82,28.60, 7.02,20.59
 0.00,Despejado,7,Sur,197.45,20230414T12,26,38,29.8022,-109.6808,2,Sonora,Moctezuma, 0.00, 0.00,42.10,26.53, 7.51,16.26
 0.00,Despejado,7,Sur,185.21,20230415T12,26,38,29.8022,-109.6808,3,Sonora,Moctezuma, 0.00, 0.00,21.14,28.95,11.48, 7.15
58.47,Cielo nublado,7,Sur,200.22,20230412T12,26,39,31.3312,-109.9485,0,Sonora,Naco, 0.00, 0.00,52.20,28.67, 9.79,18.45
19.63,Poco nuboso,7,Suroeste,208.58,20230413T12,26,39,31.3312,-109.9485,1,Sonora,Naco, 0.00, 0.00,59.80,23.57, 5.22,29.57
 0.23,Despejado,7,Suroeste,224.73,20230414T12,26,39,31.3312,-109.9485,2,Sonora,Naco, 0.00, 0.00,55.66,21.39, 4.41,21.12
 0.00,Despejado,7,Sur,190.97,20230415T12,26,39,31.3312,-109.9485,3,Sonora,Naco, 0.00, 0.00,18.70,24.18, 8.42, 5.47
43.38,Medio nublado,7,Sur,175.23,20230412T12,26,40,29.6861,-108.9788,0,Sonora,Nácori Chico, 0.00, 0.00,40.70,30.44, 7.64,12.18
14.59,Poco nuboso,7,Suroeste,218.19,20230413T12,26,40,29.6861,-108.9788,1,Sonora,Nácori Chico, 0.00, 0.00,57.48,26.79, 4.10,19.78
 0.00,Despejado,7,Sur,170.58,20230414T12,26,40,29.6861,-108.9788,2,Sonora,Nácori Chico, 0.00, 0.00,54.75,24.81, 3.69,16.50
 0.00,Despejado,7,Sureste,154.78,20230415T12,26,40,29.6861,-108.9788,3,Sonora,Nácori Chico, 0.00, 0.00,21.30,27.00, 6.17, 8.53
50.51,Cielo nublado,7,Sur,195.66,20230412T12,26,41,30.3737,-109.6865,0,Sonora,Nacozari de García, 0.00, 0.00,48.25,27.91,11.30,15.70
16.82,Poco nuboso,7,Sur,199.37,20230413T12,26,41,30.3737,-109.6865,1,Sonora,Nacozari de García, 0.00, 0.00,57.13,23.36, 7.02,25.62
 0.15,Despejado,7,Sur,201.68,20230414T12,26,41,30.3737,-109.6865,2,Sonora,Nacozari de García, 0.00, 0.00,53.09,21.65, 6.24,20.36
 0.00,Despejado,7,Sur,180.23,20230415T12,26,41,30.3737,-109.6865,3,Sonora,Nacozari de García, 0.00, 0.00,18.28,24.12,10.51, 6.14
57.37,Cielo nublado,7,Sur,159.08,20230412T12,26,42,27.0816,-109.4455,0,Sonora,Navojoa, 0.00, 0.00,28.31,32.96,14.49,13.20
55.31,Cielo nublado,7,Sureste,155.26,20230413T12,26,42,27.0816,-109.4455,1,Sonora,Navojoa, 0.00, 0.00,42.72,28.21,12.62,17.09
 0.01,Despejado,7,Sureste,155.96,20230414T12,26,42,27.0816,-109.4455,2,Sonora,Navojoa, 0.00, 0.00,31.70,27.97,11.20,13.32
 0.00,Despejado,7,Suroeste,206.05,20230415T12,26,42,27.0816,-109.4455,3,Sonora,Navojoa, 0.00, 0.00,29.60,29.68,12.21, 9.52
63.14,Cielo nublado,7,Sur,181.91,20230412T12,26,43,31.3259,-110.9458,0,Sonora,Nogales, 0.00, 0.00,50.80,26.90,11.70,20.76
17.08,Poco nuboso,7,Sur,190.94,20230413T12,26,43,31.3259,-110.9458,1,Sonora,Nogales, 0.00, 0.00,58.37,21.59, 6.60,26.98
 0.53,Despejado,7,Sur,181.57,20230414T12,26,43,31.3259,-110.9458,2,Sonora,Nogales, 0.00, 0.00,46.80,18.78, 6.98,19.21
 0.00,Despejado,7,Sur,166.05,20230415T12,26,43,31.3259,-110.9458,3,Sonora,Nogales, 0.00, 0.00,14.66,22.87,11.75, 6.75
55.98,Cielo nublado,7,Sur,162.12,20230412T12,26,44,28.4602,-109.5291,0,Sonora,Onavas, 0.00, 0.00,34.60,33.69, 8.35, 9.83
 9.65,Despejado,7,Sur,157.64,20230413T12,26,44,28.4602,-109.5291,1,Sonora,Onavas, 0.00, 0.00,42.03,30.35, 5.65,13.43
 0.00,Despejado,7,Sureste,150.31,20230414T12,26,44,28.4602,-109.5291,2,Sonora,Onavas, 0.00, 0.00,34.84,28.58, 4.88,12.11
 0.00,Despejado,7,Sureste,144.22,20230415T12,26,44,28.4602,-109.5291,3,Sonora,Onavas, 0.00, 0.00,18.44,31.28, 7.20, 6.38
51.37,Cielo nublado,7,Sur,170.15,20230412T12,26,45,29.9268,-110.6313,0,Sonora,Opodepe, 0.00, 0.00,38.05,32.08,11.83,17.16
 6.39,Despejado,7,Sur,173.25,20230413T12,26,45,29.9268,-110.6313,1,Sonora,Opodepe, 0.00, 0.00,48.22,26.69, 7.58,24.11
 0.00,Despejado,7,Sur,162.55,20230414T12,26,45,29.9268,-110.6313,2,Sonora,Opodepe, 0.00, 0.00,42.83,24.43, 8.69,16.91
 0.00,Despejado,7,Sur,180.35,20230415T12,26,45,29.9268,-110.6313,3,Sonora,Opodepe, 0.00, 0.00,17.35,27.80,13.08, 8.51
66.27,Cielo nublado,7,Sur,173.58,20230412T12,26,46,30.7421,-111.7348,0,Sonora,Oquitoa, 0.00, 0.00,44.04,34.38,12.92,19.20
 5.11,Despejado,7,Sur,195.76,20230413T12,26,46,30.7421,-111.7348,1,Sonora,Oquitoa, 0.00, 0.00,50.67,28.07, 7.43,21.80
 0.36,Despejado,7,Sur,170.51,20230414T12,26,46,30.7421,-111.7348,2,Sonora,Oquitoa, 0.00, 0.00,33.58,24.56, 9.60,14.44
 0.00,Despejado,7,Sur,190.25,20230415T12,26,46,30.7421,-111.7348,3,Sonora,Oquitoa, 0.00, 0.00,23.73,28.61,12.46, 6.96
61.29,Cielo nublado,7,Sur,164.29,20230412T12,26,47,30.6760,-112.0539,0,Sonora,Pitiquito, 0.00, 0.00,44.69,31.25,11.82,17.34
 2.30,Despejado,7,Sur,189.66,20230413T12,26,47,30.6760,-112.0539,1,Sonora,Pitiquito, 0.00, 0.00,51.33,25.30, 6.74,21.21
 0.10,Despejado,7,Sur,176.66,20230414T12,26,47,30.6760,-112.0539,2,Sonora,Pitiquito, 0.00, 0.00,44.58,22.00, 9.47,12.78
 0.00,Despejado,7,Sur,167.46,20230415T12,26,47,30.6760,-112.0539,3,Sonora,Pitiquito, 0.00, 0.00,33.90,26.54,12.52, 9.96
70.37,Cielo nublado,6,Suroeste,212.81,20230412T12,7,114,16.5158,-90.6533,0,Chiapas,Benemérito de las Américas, 6.33,95.00,25.20,32.35,20.09, 3.62
89.98,Cielo cubierto,6,Este,100.56,20230413T12,7,114,16.5158,-90.6533,1,Chiapas,Benemérito de las Américas, 0.26,23.94,37.56,35.65,20.94, 4.67
25.91,Medio nublado,6,Este,111.30,20230414T12,7,114,16.5158,-90.6533,2,Chiapas,Benemérito de las Américas, 0.00, 0.00,41.14,38.90,20.99, 5.81
11.83,Poco nuboso,6,Este,90.22,20230415T12,7,114,16.5158,-90.6533,3,Chiapas,Benemérito de las Américas, 0.10, 1.82,43.81,39.67,21.49, 4.88
76.06,Cielo nublado,7,Sureste,153.66,20230412T12,26,48,31.3064,-113.5405,0,Sonora,Puerto Peñasco, 0.00, 0.00,49.40,30.16,13.56,24.00
18.74,Poco nuboso,7,Sur,169.13,20230413T12,26,48,31.3064,-113.5405,1,Sonora,Puerto Peñasco, 0.00, 0.00,56.20,25.25,10.26,24.26
 2.39,Despejado,7,Sureste,140.06,20230414T12,26,48,31.3064,-113.5405,2,Sonora,Puerto Peñasco, 0.00, 0.00,37.40,23.01,12.09,14.73
 0.00,Despejado,7,Sur,196.79,20230415T12,26,48,31.3064,-113.5405,3,Sonora,Puerto Peñasco, 0.00, 0.00,25.60,26.92,14.77, 8.53
58.02,Cielo nublado,7,Sureste,149.29,20230412T12,26,49,27.5205,-109.2512,0,Sonora,Quiriego, 0.00, 0.00,29.20,32.78,10.76,10.79
42.06,Medio nublado,7,Sureste,139.36,20230413T12,26,49,27.5205,-109.2512,1,Sonora,Quiriego, 0.00, 0.00,41.19,27.85, 8.29,13.86
 0.00,Despejado,7,Sureste,134.61,20230414T12,26,49,27.5205,-109.2512,2,Sonora,Quiriego, 0.00, 0.00,36.14,27.93, 7.10,12.66
 0.00,Despejado,7,Sureste,130.55,20230415T12,26,49,27.5205,-109.2512,3,Sonora,Quiriego, 0.00, 0.00,26.45,29.88, 8.90, 8.27
54.80,Cielo nublado,7,Sur,173.36,20230412T12,26,50,29.7145,-110.5735,0,Sonora,Rayón, 0.00, 0.00,33.17,32.99,11.97,14.16
 6.38,Despejado,7,Sur,177.36,20230413T12,26,50,29.7145,-110.5735,1,Sonora,Rayón, 0.00, 0.00,46.04,27.89, 8.08,19.96
 0.00,Despejado,7,Sureste,152.70,20230414T12,26,50,29.7145,-110.5735,2,Sonora,Rayón, 0.00, 0.00,36.01,25.25, 9.00,14.80
 0.00,Despejado,7,Sureste,156.72,20230415T12,26,50,29.7145,-110.5735,3,Sonora,Rayón, 0.00, 0.00,16.55,28.81,13.50, 7.55
50.73,Cielo nublado,7,Sureste,155.48,20230412T12,26,51,27.8407,-109.3708,0,Sonora,Rosario, 0.00, 0.00,34.27,32.37, 7.97,10.52
25.18,Medio nublado,7,Sureste,149.29,20230413T12,26,51,27.8407,-109.3708,1,Sonora,Rosario, 0.00, 0.00,41.77,28.41, 5.40,13.50
 0.00,Despejado,7,Sureste,143.79,20230414T12,26,51,27.8407,-109.3708,2,Sonora,Rosario, 0.00, 0.00,35.90,27.58, 4.61,12.43
 0.00,Despejado,7,Sureste,154.80,20230415T12,26,51,27.8407,-109.3708,3,Sonora,Rosario, 0.00, 0.00,19.90,29.85, 6.86, 7.70
50.76,Cielo nublado,7,Sur,178.64,20230412T12,26,52,29.0563,-109.2333,0,Sonora,Sahuaripa, 0.00, 0.00,41.50,32.20, 7.18,12.71
12.36,Poco nuboso,7,Sur,180.18,20230413T12,26,52,29.0563,-109.2333,1,Sonora,Sahuaripa, 0.00, 0.00,52.60,28.47, 3.26,17.71
 0.00,Despejado,7,Sur,175.37,20230414T12,26,52,29.0563,-109.2333,2,Sonora,Sahuaripa, 0.00, 0.00,46.10,26.55, 3.01,16.12
 0.00,Despejado,7,Sur,180.25,20230415T12,26,52,29.0563,-109.2333,3,Sonora,Sahuaripa, 0.00, 0.00,26.97,29.01, 5.53, 7.87
53.00,Cielo nublado,7,Sur,187.86,20230412T12,26,53,29.8586,-110.2411,0,Sonora,San Felipe de Jesús, 0.00, 0.00,32.06,32.13,10.96,13.03
 8.61,Despejado,7,Sur,190.88,20230413T12,26,53,29.8586,-110.2411,1,Sonora,San Felipe de Jesús, 0.00, 0.00,47.34,27.23, 6.98,18.49
 0.00,Despejado,7,Sur,164.72,20230414T12,26,53,29.8586,-110.2411,2,Sonora,San Felipe de Jesús, 0.00, 0.00,35.25,24.72, 7.83,13.37
 0.00,Despejado,7,Sur,167.06,20230415T12,26,53,29.8586,-110.2411,3,Sonora,San Felipe de Jesús, 0.00, 0.00,16.27,28.16,12.71, 6.87
56.83,Cielo nublado,7,Sur,170.20,20230412T12,26,54,28.5952,-109.7393,0,Sonora,San Javier, 0.00, 0.00,34.43,34.03, 9.32,10.98
 7.44,Despejado,7,Sur,165.40,20230413T12,26,54,28.5952,-109.7393,1,Sonora,San Javier, 0.00, 0.00,42.83,30.22, 6.75,16.12
 0.00,Despejado,7,Sureste,152.95,20230414T12,26,54,28.5952,-109.7393,2,Sonora,San Javier, 0.00, 0.00,36.53,28.51, 5.78,13.70
 0.00,Despejado,7,Sureste,153.58,20230415T12,26,54,28.5952,-109.7393,3,Sonora,San Javier, 0.00, 0.00,18.78,31.41, 8.54, 7.12
81.54,Cielo cubierto,7,Sureste,151.11,20230412T12,26,55,32.4798,-114.7796,0,Sonora,San Luis Río Colorado, 0.00, 0.00,50.80,30.61,14.76,15.96
14.89,Poco nuboso,7,Sur,193.98,20230413T12,26,55,32.4798,-114.7796,1,Sonora,San Luis Río Colorado, 0.00, 0.00,51.01,27.20,10.25,14.24
 3.11,Despejado,7,Sureste,117.30,20230414T12,26,55,32.4798,-114.7796,2,Sonora,San Luis Río Colorado, 0.00, 0.00,31.43,24.13,13.01, 9.97
 0.10,Despejado,7,Sureste,139.67,20230415T12,26,55,32.4798,-114.7796,3,Sonora,San Luis Río Colorado, 0.00, 0.00,25.60,26.57,14.82, 9.34
54.87,Cielo nublado,7,Sur,178.70,20230412T12,26,56,29.4886,-110.7271,0,Sonora,San Miguel de Horcasitas, 0.00, 0.00,32.48,34.84,13.20,15.15
 4.88,Despejado,7,Sur,182.93,20230413T12,26,56,29.4886,-110.7271,1,Sonora,San Miguel de Horcasitas, 0.00, 0.00,45.78,29.60, 9.86,21.53
 0.00,Despejado,7,Sur,167.25,20230414T12,26,56,29.4886,-110.7271,2,Sonora,San Miguel de Horcasitas, 0.00, 0.00,32.89,26.85,10.61,14.27
 0.00,Despejado,7,Sur,163.94,20230415T12,26,56,29.4886,-110.7271,3,Sonora,San Miguel de Horcasitas, 0.00, 0.00,30.02,30.25,14.23, 7.97
50.35,Cielo nublado,7,Sur,189.83,20230412T12,26,57,29.2864,-109.7359,0,Sonora,San Pedro de la Cueva, 0.00, 0.00,46.50,34.16,10.39,12.66
12.42,Poco nuboso,7,Sur,196.14,20230413T12,26,57,29.2864,-109.7359,1,Sonora,San Pedro de la Cueva, 0.00, 0.00,49.40,30.12, 6.70,18.34
 0.00,Despejado,7,Sur,189.60,20230414T12,26,57,29.2864,-109.7359,2,Sonora,San Pedro de la Cueva, 0.00, 0.00,41.80,28.11, 6.28,15.20
 0.00,Despejado,7,Sur,177.23,20230415T12,26,57,29.2864,-109.7359,3,Sonora,San Pedro de la Cueva, 0.00, 0.00,26.32,30.61, 9.77, 6.33
79.44,Cielo nublado,6,Sureste,155.83,20230412T12,7,115,16.1404,-91.2951,0,Chiapas,Maravilla Tenejapa, 3.98,88.24,15.35,28.79,19.06, 3.37
92.63,Cielo cubierto,6,Sur,168.57,20230413T12,7,115,16.1404,-91.2951,1,Chiapas,Maravilla Tenejapa, 1.14,46.47,12.60,30.39,19.37, 4.26
24.28,Poco nuboso,6,Sureste,156.81,20230414T12,7,115,16.1404,-91.2951,2,Chiapas,Maravilla Tenejapa, 0.00, 0.00,20.20,34.73,18.57, 4.78
 2.53,Despejado,6,Sureste,151.94,20230415T12,7,115,16.1404,-91.2951,3,Chiapas,Maravilla Tenejapa, 0.00, 0.00,10.10,35.15,19.45, 4.36
52.10,Cielo nublado,7,Sur,170.15,20230412T12,26,58,30.5443,-111.1212,0,Sonora,Santa Ana, 0.00, 0.00,46.15,33.01,12.98,18.45
10.14,Poco nuboso,7,Sur,178.30,20230413T12,26,58,30.5443,-111.1212,1,Sonora,Santa Ana, 0.00, 0.00,45.14,27.87, 8.94,23.09
 0.00,Despejado,7,Sur,175.05,20230414T12,26,58,30.5443,-111.1212,2,Sonora,Santa Ana, 0.00, 0.00,43.20,25.51, 9.45,16.82
 0.00,Despejado,7,Sur,193.00,20230415T12,26,58,30.5443,-111.1212,3,Sonora,Santa Ana, 0.00, 0.00,20.60,28.36,12.83, 6.77
59.21,Cielo nublado,7,Sur,189.03,20230412T12,26,59,31.2315,-110.5960,0,Sonora,Santa Cruz, 0.00, 0.00,50.70,25.45,10.36,18.49
20.37,Poco nuboso,7,Sur,196.60,20230413T12,26,59,31.2315,-110.5960,1,Sonora,Santa Cruz, 0.00, 0.00,56.76,19.66, 5.07,25.99
 0.09,Despejado,7,Sur,200.19,20230414T12,26,59,31.2315,-110.5960,2,Sonora,Santa Cruz, 0.00, 0.00,49.30,17.87, 5.54,18.88
 0.00,Despejado,7,Sur,182.13,20230415T12,26,59,31.2315,-110.5960,3,Sonora,Santa Cruz, 0.00, 0.00,20.20,21.65,10.32, 6.35
68.83,Cielo nublado,7,Sur,178.26,20230412T12,26,60,31.1027,-111.3791,0,Sonora,Sáric, 0.00, 0.00,49.02,31.05,11.87,22.08
13.23,Poco nuboso,7,Sur,187.18,20230413T12,26,60,31.1027,-111.3791,1,Sonora,Sáric, 0.00, 0.00,58.25,25.30, 6.70,27.50
 1.10,Despejado,7,Sur,173.06,20230414T12,26,60,31.1027,-111.3791,2,Sonora,Sáric, 0.00, 0.00,39.88,21.98, 8.20,16.99
 0.00,Despejado,7,Sur,179.28,20230415T12,26,60,31.1027,-111.3791,3,Sonora,Sáric, 0.00, 0.00,13.09,26.21,12.77, 7.57
55.83,Cielo nublado,7,Sur,176.24,20230412T12,26,61,28.7642,-109.6346,0,Sonora,Soyopa, 0.00, 0.00,37.00,33.63, 8.84,10.46
 9.33,Despejado,7,Sur,175.20,20230413T12,26,61,28.7642,-109.6346,1,Sonora,Soyopa, 0.00, 0.00,45.35,29.70, 6.02,14.97
 0.00,Despejado,7,Sur,160.58,20230414T12,26,61,28.7642,-109.6346,2,Sonora,Soyopa, 0.00, 0.00,38.05,28.08, 5.25,12.82
 0.00,Despejado,7,Sur,158.03,20230415T12,26,61,28.7642,-109.6346,3,Sonora,Soyopa, 0.00, 0.00,21.21,31.18, 8.14, 6.38
57.44,Cielo nublado,7,Sur,173.00,20230412T12,26,62,28.3955,-109.8882,0,Sonora,Suaqui Grande, 0.00, 0.00,33.57,33.90,10.82,12.10
 7.07,Despejado,7,Sur,168.36,20230413T12,26,62,28.3955,-109.8882,1,Sonora,Suaqui Grande, 0.00, 0.00,41.61,30.31, 8.60,17.69
 0.00,Despejado,7,Sur,160.91,20230414T12,26,62,28.3955,-109.8882,2,Sonora,Suaqui Grande, 0.00, 0.00,36.68,28.18, 7.09,15.19
 0.00,Despejado,7,Sur,166.05,20230415T12,26,62,28.3955,-109.8882,3,Sonora,Suaqui Grande, 0.00, 0.00,28.37,30.93, 9.60, 8.68
41.70,Medio nublado,7,Sur,194.35,20230412T12,26,63,29.5344,-109.5324,0,Sonora,Tepache, 0.00, 0.00,46.35,34.18,10.68,13.48
13.23,Poco nuboso,7,Sur,198.85,20230413T12,26,63,29.5344,-109.5324,1,Sonora,Tepache, 0.00, 0.00,51.90,30.09, 6.86,20.54
 0.00,Despejado,7,Sur,193.18,20230414T12,26,63,29.5344,-109.5324,2,Sonora,Tepache, 0.00, 0.00,43.60,28.03, 6.78,17.08
 0.00,Despejado,7,Sur,180.04,20230415T12,26,63,29.5344,-109.5324,3,Sonora,Tepache, 0.00, 0.00,21.33,29.83,10.23, 6.28
57.14,Cielo nublado,7,Sur,168.00,20230412T12,26,64,30.3986,-111.5315,0,Sonora,Trincheras, 0.00, 0.00,41.27,33.52,12.44,19.02
 5.12,Despejado,7,Sur,189.57,20230413T12,26,64,30.3986,-111.5315,1,Sonora,Trincheras, 0.00, 0.00,44.68,27.88, 7.24,21.35
 0.02,Despejado,7,Sur,178.43,20230414T12,26,64,30.3986,-111.5315,2,Sonora,Trincheras, 0.00, 0.00,44.70,25.15, 9.34,15.02
 0.00,Despejado,7,Sur,198.94,20230415T12,26,64,30.3986,-111.5315,3,Sonora,Trincheras, 0.00, 0.00,32.40,28.72,11.91, 7.87
65.89,Cielo nublado,7,Sur,175.00,20230412T12,26,65,30.8849,-111.4658,0,Sonora,Tubutama, 0.00, 0.00,48.00,32.63,12.09,19.96
 7.94,Despejado,7,Sur,190.32,20230413T12,26,65,30.8849,-111.4658,1,Sonora,Tubutama, 0.00, 0.00,54.64,26.93, 7.53,23.96
 0.64,Despejado,7,Sur,168.14,20230414T12,26,65,30.8849,-111.4658,2,Sonora,Tubutama, 0.00, 0.00,40.03,23.70, 8.62,16.33
 0.00,Despejado,7,Sur,184.40,20230415T12,26,65,30.8849,-111.4658,3,Sonora,Tubutama, 0.00, 0.00,19.50,27.43,12.67, 6.97
51.81,Cielo nublado,7,Sur,181.16,20230412T12,26,66,29.4281,-110.3896,0,Sonora,Ures, 0.00, 0.00,36.22,34.52,12.80,13.88
 7.65,Despejado,7,Sur,185.32,20230413T12,26,66,29.4281,-110.3896,1,Sonora,Ures, 0.00, 0.00,46.10,30.28, 8.89,18.80
 0.00,Despejado,7,Sur,163.98,20230414T12,26,66,29.4281,-110.3896,2,Sonora,Ures, 0.00, 0.00,37.50,27.48, 9.39,14.67
 0.00,Despejado,7,Sur,161.31,20230415T12,26,66,29.4281,-110.3896,3,Sonora,Ures, 0.00, 0.00,30.20,30.42,13.17, 7.93
43.75,Medio nublado,7,Sur,188.08,20230412T12,26,67,30.1631,-109.3199,0,Sonora,Villa Hidalgo, 0.00, 0.00,44.84,31.19,10.45,14.00
15.67,Poco nuboso,7,Sur,194.33,20230413T12,26,67,30.1631,-109.3199,1,Sonora,Villa Hidalgo, 0.00, 0.00,56.07,27.07, 6.53,22.71
 0.01,Despejado,7,Sur,189.63,20230414T12,26,67,30.1631,-109.3199,2,Sonora,Villa Hidalgo, 0.00, 0.00,48.95,25.21, 6.48,18.17
 0.00,Despejado,7,Sur,167.60,20230415T12,26,67,30.1631,-109.3199,3,Sonora,Villa Hidalgo, 0.00, 0.00,10.80,27.31,10.56, 5.89
74.82,Cielo nublado,6,Sur,164.80,20230412T12,7,116,16.3331,-90.7653,0,Chiapas,Marqués de Comillas, 5.16,94.56,24.72,32.60,21.03, 3.54
91.35,Cielo cubierto,6,Este,97.28,20230413T12,7,116,16.3331,-90.7653,1,Chiapas,Marqués de Comillas, 0.41,48.82,33.66,34.64,20.50, 3.82
26.36,Medio nublado,6,Sureste,127.68,20230414T12,7,116,16.3331,-90.7653,2,Chiapas,Marqués de Comillas, 0.00, 0.00,39.48,38.45,20.79, 4.91
10.95,Poco nuboso,6,Este,90.06,20230415T12,7,116,16.3331,-90.7653,3,Chiapas,Marqués de Comillas, 0.03, 1.18,39.66,38.97,21.04, 4.25
54.74,Cielo nublado,7,Sur,179.67,20230412T12,26,68,29.1183,-109.9689,0,Sonora,Villa Pesqueira, 0.00, 0.00,40.60,33.45,10.69,13.75
 9.82,Despejado,7,Sur,186.06,20230413T12,26,68,29.1183,-109.9689,1,Sonora,Villa Pesqueira, 0.00, 0.00,45.85,29.54, 7.29,19.57
 0.00,Despejado,7,Sur,175.13,20230414T12,26,68,29.1183,-109.9689,2,Sonora,Villa Pesqueira, 0.00, 0.00,38.50,27.38, 7.24,15.75
 0.00,Despejado,7,Sur,183.45,20230415T12,26,68,29.1183,-109.9689,3,Sonora,Villa Pesqueira, 0.00, 0.00,28.50,30.06,11.04, 8.67
50.78,Cielo nublado,7,Sur,176.97,20230412T12,26,69,28.3727,-108.9259,0,Sonora,Yécora, 0.00, 0.00,37.78,29.39, 3.70,11.46
13.83,Poco nuboso,7,Sur,173.39,20230413T12,26,69,28.3727,-108.9259,1,Sonora,Yécora, 0.00, 0.00,49.70,25.91, 0.19,15.02
 0.00,Despejado,7,Sur,163.40,20230414T12,26,69,28.3727,-108.9259,2,Sonora,Yécora, 0.00, 0.00,44.30,24.37, 0.15,14.73
 0.00,Despejado,7,Sur,160.73,20230415T12,26,69,28.3727,-108.9259,3,Sonora,Yécora, 0.00, 0.00,26.96,27.29, 3.07, 9.06
78.48,Cielo nublado,7,Sur,168.51,20230412T12,26,70,31.8665,-112.8574,0,Sonora,General Plutarco Elías Calles, 0.00, 0.00,51.20,32.32,10.57,25.19
18.80,Poco nuboso,7,Sur,171.93,20230413T12,26,70,31.8665,-112.8574,1,Sonora,General Plutarco Elías Calles, 0.00, 0.00,55.10,24.37, 7.03,28.21
 2.27,Despejado,7,Sur,167.01,20230414T12,26,70,31.8665,-112.8574,2,Sonora,General Plutarco Elías Calles, 0.00, 0.00,33.90,22.57, 9.40,14.49
 0.00,Despejado,7,Sur,188.68,20230415T12,26,70,31.8665,-112.8574,3,Sonora,General Plutarco Elías Calles, 0.00, 0.00,26.30,28.17,12.49, 7.27
63.97,Cielo nublado,7,Sur,158.80,20230412T12,26,71,27.1277,-109.8426,0,Sonora,Benito Juárez, 0.00, 0.00,32.31,29.70,15.00,15.24
47.46,Medio nublado,7,Sur,160.84,20230413T12,26,71,27.1277,-109.8426,1,Sonora,Benito Juárez, 0.00, 0.00,32.47,25.02,13.34,16.61
 0.00,Despejado,7,Sureste,151.63,20230414T12,26,71,27.1277,-109.8426,2,Sonora,Benito Juárez, 0.00, 0.00,26.69,25.25,11.96,12.00
 0.00,Despejado,7,Suroeste,242.03,20230415T12,26,71,27.1277,-109.8426,3,Sonora,Benito Juárez, 0.00, 0.00,27.63,27.02,12.52,11.96
63.09,Cielo nublado,7,Sureste,146.66,20230412T12,26,72,27.4114,-110.2414,0,Sonora,San Ignacio Río Muerto, 0.00, 0.00,31.30,31.60,19.65,16.63
21.92,Poco nuboso,7,Sureste,150.30,20230413T12,26,72,27.4114,-110.2414,1,Sonora,San Ignacio Río Muerto, 0.00, 0.00,30.48,28.65,17.92,15.79
 0.00,Despejado,7,Suroeste,240.85,20230414T12,26,72,27.4114,-110.2414,2,Sonora,San Ignacio Río Muerto, 0.00, 0.00,28.33,26.76,17.21,11.67
 0.00,Despejado,7,Oeste,278.20,20230415T12,26,72,27.4114,-110.2414,3,Sonora,San Ignacio Río Muerto, 0.00, 0.00,28.54,28.69,18.12,13.93
58.46,Cielo nublado,6,Oeste,290.71,20230412T12,27,1,17.8004,-91.5338,0,Tabasco,Balancán, 2.39,65.71,32.00,29.38,19.63,10.04
54.40,Cielo nublado,6,Este,101.81,20230413T12,27,1,17.8004,-91.5338,1,Tabasco,Balancán, 0.36,15.39,43.20,32.83,20.86, 9.86
19.02,Poco nuboso,6,Este,108.38,20230414T12,27,1,17.8004,-91.5338,2,Tabasco,Balancán, 0.00, 0.00,51.24,36.62,21.34,17.69
 0.24,Despejado,6,Sureste,124.80,20230415T12,27,1,17.8004,-91.5338,3,Tabasco,Balancán, 0.00, 0.00,46.80,35.50,22.91,17.63
